category,store_name,original_price,discount_percent,price,rating,comment_count,name,sold,link
Snacks & Confectionery,WANT WANT Store,,,"₫7,000",5,(172),"Snack Khoai Tây Xoắn Twist Potato Want Want Gói 30g Nhiều Hương Vị, Giòn Ngon, Đồ Ăn Vặt Tiện Lợi",1.5K sold,https://www.lazada.vn/products/pdp-i2955415355.html
Snacks & Confectionery,SỬU NHI FOOD,"₫ 65,000",-9%,"₫59,000",4.9,(261),"[1KG] Bánh Mochi ĐÀI LOAN Kem Sữa Vị Sầu Riêng/ Khoai Môn/ Đậu Nành/Bơ/Xoài, Bánh Mochi Phủ Dừa.",750 sold,https://www.lazada.vn/products/pdp-i2589284875.html
Snacks & Confectionery,bepbanhnhaan,"₫ 59,000",-3%,"₫57,000",4.9,(21),[Lẻ giá sỉ] Kẹo Marshmallow trắng - Chuyên dùng để làm kẹo Nougat - Khối lượng 500g,100 sold,https://www.lazada.vn/products/pdp-i2748913650.html
Snacks & Confectionery,Anh Đạt,"₫ 85,000",-29%,"₫60,000",4.9,(110),Kẹo Marshmallow Erko bản Quốc Tế viên nhỏ nhanh tan 500g ( Hàng mới HSD 07/09/2025),1.2K sold,https://www.lazada.vn/products/pdp-i1621299189.html
Snacks & Confectionery,,,,"₫50,600",,,Bánh Tai Heo Mè Cốt Dừa 500g VietTin Mart,48 sold,https://www.lazada.vn/products/pdp-i3123353948.html
Pet Food,THE GIOI XUONG GAM PETSHOP,,,"₫48,000",5,(22),SNACK JERHIGH MORNING TIME BED TIME 60GR,187 sold,https://www.lazada.vn/products/pdp-i1548657583.html
Food Staples & Cooking Essentials,Shop Khả Doanh 1,"₫ 80,000",-31%,"₫55,328",4.8,(281),ĐÁ ME HẠT DẺO RIM THƠM Hủ 1kg,852 sold,https://www.lazada.vn/products/pdp-i2503114299.html
Food Staples & Cooking Essentials,Delicious and cheap,,,"₫78,000",,,"1kg HẠT MIX 7 vị Hot hàng nội địa trung, hạt dinh dưỡng healthy tốt cho sức khoẻ. Đồ Ăn Vặt",,https://www.lazada.vn/products/pdp-i3105113513.html
Food Staples & Cooking Essentials,MINH TRIẾT .FOOD,"₫ 172,000",-48%,"₫89,000",4.7,(83),1 kg  Lạp xưởng tôm trứng muối siêu ngon- rẻ vô đối  [Hàng Loại 1 Đặc Biệt],342 sold,https://www.lazada.vn/products/pdp-i1679327408.html
Food Staples & Cooking Essentials,Thực phẩm ngon family,"₫ 115,000",-47%,"₫61,100",5,(62),"Hộp 20 gói Mix 4 vị Thanh Cua Tẩm Vị Ăn Liền , món ăn nổi tiếng, Đồ Ăn Vặt Thanh Cua Cay",243 sold,https://www.lazada.vn/products/pdp-i2277873889.html
Snacks & Confectionery,Foody.Taiwan,"₫ 20,000",-40%,"₫39,990",4.8,(261),Socola Đen Nguyên Chất Không Đường 100% 85% 72% 58% Ăn Kiêng Giảm Cân Hiệu Quả - Hộp Cao Cấp 130gr - 25 - 26 Thanh SCL,1.5K sold,https://www.lazada.vn/products/pdp-i2145597381.html
Snacks & Confectionery,Đồ Ăn Vặt Sỉ Lẻ,"₫ 195,000",-50%,"₫97,500",4.8,(14),[ Tốt cho sức khỏe ] Combo 3 hộp Kẹo Socola đen không đường/ Kẹo socola đen Nguyên chất ăn vặt ngon không lo mập hộp 120g,56 sold,https://www.lazada.vn/products/pdp-i2511585702.html
Bakery & Breakfast,HK FOODS.VN,,,"₫8,000",4.4,(123),1 cái Chân Gà Cay Tứ Xuyên HKfoods - Bịch 32gr - đồ ăn vặt - nội địa trung,2.6K sold,https://www.lazada.vn/products/pdp-i900230195.html
Food Staples & Cooking Essentials,AVAGI,"₫ 68,000",-34%,"₫45,000",5,(15),"Bánh Tráng Muối Sặc Hành phi Thơm ,AVAGI, Đồ ăn vặt Snack Food Thức Ăn",63 sold,https://www.lazada.vn/products/pdp-i2935513639.html
Food Staples & Cooking Essentials,Tân Lộc Phát Food,"₫ 65,500",-49%,"₫33,400",4.9,(127),ĐẬU HÀ LAN MUỐI TÂN LỘC PHÁT Đồ Ăn Vặt Yêu Thích,443 sold,https://www.lazada.vn/products/pdp-i987194597.html
Snacks & Confectionery,Đồ Ăn Vặt Sỉ Lẻ,"₫ 60,000",-50%,"₫85,000",4.9,(39),[ Siêu phẩm ] Combo 500g Kẹo Socola Hạnh nhân Việt thái món ăn vặt ngon lại tốt cho sức khỏe,117 sold,https://www.lazada.vn/products/pdp-i2080794718.html
Snacks & Confectionery,1309 U&M Food,"₫ 279,000",-47%,"₫49,000",4.9,(546),"Nhân óc chó đỏ nhập khẩu Mỹ thơm ngon, hạt óc chó  nguyên vị đã bóc vỏ đảm bảo dinh dưỡng, giàu dinh dưỡng tốt cho sức khoẻ, hạt dinh dưỡng healthy, ăn vặt healthy, ăn kiêng lành mạnh - 1309 U&M Food",1.7K sold,https://www.lazada.vn/products/pdp-i1970898878.html
Snacks & Confectionery,WANT WANT Store,,,"₫35,000",4.9,(452),"Combo 5 Gói Snack Khoai Tây Xoắn Twist Potato Want Want Gói 30g Giòn Ngon, Đồ Ăn Vặt Tiện Lợi",1.7K sold,https://www.lazada.vn/products/pdp-i3001387445.html
Snacks & Confectionery,SuSuTo Shop.Selection,"₫ 64,400",-23%,"₫49,500",3.7,(3),"Snack ba khía Let's Nuts túi 500g giòn rụm, đồ ăn vặt thơm ngon, đậm vị",5 sold,https://www.lazada.vn/products/pdp-i2808414332.html
Food Staples & Cooking Essentials,SIÊU_THỊ_ĐỒ_KHÔ_VŨNG TÀU.Selection,"₫ 51,700",-29%,"₫36,900",3.3,(20),[HCM]100g Khô Cá Cơm Sạch Cát Tươi ngon từ biên vũng tàu[ GIAO HÀNG NHANH 4h HCM],147 sold,https://www.lazada.vn/products/pdp-i2653278082.html
Snacks & Confectionery,Chuyên Sỉ Thực Phẩm Nhập Khẩu,"₫ 130,000",-45%,"₫72,000",4.6,(10),Thùng 1kg Bánh Mochi Tròn Mix 4 Vị Hai Cô Gái B40 - Chuyên Sỉ TPNK,17 sold,https://www.lazada.vn/products/pdp-i2636744313.html
Food Staples & Cooking Essentials,MASAN CONSUMER,"₫ 155,000",-30%,"₫109,000",5,(5127),[15.9 - 17.9 Voucher 18% CHO ĐƠN TỪ 199K]Combo 5 Xúc xích tiệt trùng Ponnie Heo 35g,18.4K sold,https://www.lazada.vn/products/pdp-i2439978160.html
Food Staples & Cooking Essentials,Nem Lai Vung Hồng Vy,"₫ 250,000",-20%,"₫200,000",4.9,(353),Combo 10 hộp Nem Chua Lai Vung (Loại Nhất) Giá Sỉ,900 sold,https://www.lazada.vn/products/pdp-i1690269591.html
Snacks & Confectionery,Bep Me Tinn,"₫ 80,000",-37%,"₫94,710",4.8,(583),"Bánh Đậu Đỏ Gạo Lứt Hương Vị Thơm Ngon Đậm Đà, Mềm Mềm, Ngọt Nhẹ, Thích Hợp Với Mọi Người",1.6K sold,https://www.lazada.vn/products/pdp-i2640771472.html
Snacks & Confectionery,Tân Lộc Phát Food.Selection,"₫ 48,100",-29%,"₫34,300",5,(24),Đậu Phộng Cốt Dừa Tân Lộc Phát Hũ 400g,72 sold,https://www.lazada.vn/products/pdp-i2945277798.html
Snacks & Confectionery,AN VAT SHOP ME TOM,"₫ 70,000",-30%,"₫159,000",,,Sỉ thùng 2kg bánh mochi dẻo Mastsu đủ vị,7 sold,https://www.lazada.vn/products/pdp-i3015583172.html
Snacks & Confectionery,Tân Lộc Phát Food.Selection,"₫ 56,500",-23%,"₫43,400",4.8,(86),XOÀI SẤY DẺO MUỐI ỚT TÂN LỘC PHÁT HŨ 250G | SẤY THĂNG HOA | Đồ ăn vặt yêu thích,400 sold,https://www.lazada.vn/products/pdp-i2660777959.html
Snacks & Confectionery,SK FOOD.Selection,"₫ 35,500",-29%,"₫25,300",5,(8875),Đậu hà lan sấy giòn ngon SK FOOD - 100g,29.7K sold,https://www.lazada.vn/products/pdp-i2428065523.html
Snacks & Confectionery,BEEGIN MARKET,"₫ 120,000",-37%,"₫75,129",4.9,(10),"1kg Thạch Phomai Sữa Chua Hình Chân Mèo, Trái Cây, Que Kem Mix Sẵn, Ăn Vặt Hot Hit TH02 - Siêu Thị BeeGin",47 sold,https://www.lazada.vn/products/pdp-i3082904552.html
Food Staples & Cooking Essentials,SuSuTo Shop.Selection,"₫ 52,300",-29%,"₫37,300",5,(19),"Thạch dừa thô ép khô Let's Nuts túi 500g đặc sản Bến Tre tặng kèm hương vải, nguyên liệu làm đồ uống giải nhiệt mỗi ngày",102 sold,https://www.lazada.vn/products/pdp-i3036027745.html
Food Staples & Cooking Essentials,SK FOOD.Selection,"₫ 147,500",-23%,"₫113,400",4.8,(57),[Combo 2 Hũ] Khô gà lá chanh loại ngon - không pha trộn mỗi hũ 300G hiệu SK FOOD,296 sold,https://www.lazada.vn/products/pdp-i2598133993.html
Snacks & Confectionery,ChengMei food.Selection,"₫ 48,900",-29%,"₫34,900",4.9,(99),"1 bịch 100 viên  Kẹo cà phê CACAO, kẹo cacao hương vị trà đen , Kẹo cacao hương vị trà ô long",275 sold,https://www.lazada.vn/products/pdp-i2598532942.html
Snacks & Confectionery,Phukiensaleoff.Selection,"₫ 70,600",-23%,"₫54,300",5,(15),Sét 10 bịch Bánh tránh tỏi muối nhuyển xì ke siêu gây nghiện,191 sold,https://www.lazada.vn/products/pdp-i2651919081.html
Snacks & Confectionery,Ăn vặt store TD,,,"₫15,000",5,(64),100gr kẹo dẻo cá sấu,341 sold,https://www.lazada.vn/products/pdp-i2312211201.html
Food Staples & Cooking Essentials,Anvat492,"₫ 180,000",-45%,"₫99,000",5,(17),"Set Ăn Vặt Trung 1kg, Combo set ăn vặt nội địa trung 1kg - Ăn Vặt 492",80 sold,https://www.lazada.vn/products/pdp-i2036854050.html
Snacks & Confectionery,Tân Lộc Phát Food.Selection,"₫ 70,600",-23%,"₫54,300",5,(20),Nho Vàng Sấy Khô Tân Lộc Phát Hũ 500g,55 sold,https://www.lazada.vn/products/pdp-i2939575439.html
Snacks & Confectionery,Paco Food,,,"₫7,000",5,(14),1 hộp kẹo dẻo vị trái cây Kim Yến tuổi thơ hộp 18g,96 sold,https://www.lazada.vn/products/pdp-i2379511038.html
Snacks & Confectionery,HẠT ĐÁC TƯƠI,"₫ 59,000",-24%,"₫45,000",5,(481),"1KG HẠT ĐÁC TƯƠI LOẠI GIÀ  cứng vẫn dẻo chuẩn rim làm topping trà đồ uống pha chế, hút chân không",1.4K sold,https://www.lazada.vn/products/pdp-i2591602172.html
Food Staples & Cooking Essentials,Tân Lộc Phát Food.Selection,"₫ 43,900",-29%,"₫31,300",4.9,(13),ĐẬU PHỘNG RANG TỎI ỚT TÂN LỘC PHÁT FOOD | BỊCH 250G,32 sold,https://www.lazada.vn/products/pdp-i2877760266.html
Snacks & Confectionery,ChuChan,"₫ 60,000",-18%,"₫30,000",5,(2),[ CHUCHAN] Bánh tráng RÌA Ủ BƠ muối nhuyễn,,https://www.lazada.vn/products/pdp-i3117720403.html
Pet Food,PET SHOP AK,,,"₫46,000",5,(8),Combo 30 Cây Xúc Xích Siêu Dinh Dưỡng Ăn Liền Cho Chó Mèo TAOTAOPET,54 sold,https://www.lazada.vn/products/pdp-i2810367283.html
Snacks & Confectionery,Bách Hóa Giá Mềm huynhtunga,"₫ 39,000",-31%,"₫27,000",4.9,(175),Mè Xửng Dẻo Hương 250G,1.3K sold,https://www.lazada.vn/products/pdp-i517896153.html
Food Staples & Cooking Essentials,pdgroup.Selection,"₫ 43,900",-29%,"₫31,300",5,(6),Combo 2 bánh tráng siêu mỏng dai giòn Meizan 120gr chữ nhật 16x21cm,18 sold,https://www.lazada.vn/products/pdp-i2995240510.html
Snacks & Confectionery,SHOP ĂN VẶT NỘI ĐỊA - NHẬP KHẨU NHÀ BƠ,"₫ 119,000",-34%,"₫78,210",5,(56),"🔥 HOT HIT 🔥 TÚI 500G KẸO DẺO TRÁI CÂY LỘT VỎ,BÓC VỎ MIX NHIỀU VỊ SIÊU THƠM MÁT,ÍT NGỌT NGON MÊ LI",164 sold,https://www.lazada.vn/products/pdp-i2605334268.html
Snacks & Confectionery,Food Plaza,"₫ 74,000",-22%,"₫58,000",,,Socola SCHOGETTEN Sữa Chua-Dâu – Thanh 100g (18 Viên Rời),,https://www.lazada.vn/products/pdp-i3176715040.html
Food Staples & Cooking Essentials,SK FOOD.Selection,"₫ 66,000",-23%,"₫50,700",4.7,(21),Trái Cây Sấy Khô Nguyên Miếng Hàng Xuất Khẩu Thương Hiệu SK FOOD - 250G (Đồ Ăn Vặt Siêu Hot),220 sold,https://www.lazada.vn/products/pdp-i2633337603.html
Snacks & Confectionery,HÀ ANH 2K,,,"₫11,000",,,Kẹo Xốp Ovaltine nhân Socola 25g - Marshmallow [ HÀ ANH 2K],10 sold,https://www.lazada.vn/products/pdp-i3024818443.html
Snacks & Confectionery,THỰC PHẨM SẠCH 3 MIỀN - ĐỒ ĂN VẶT.Selection,"₫ 50,400",-29%,"₫36,000",5,(14),Xoài sấy dẻo nguyên miếng hàng đẹp cao cấp chuẩn chất lượng phù hợp biếu tặng - túi zip 100g TPS,42 sold,https://www.lazada.vn/products/pdp-i2603958012.html
Outdoor Sports & Activities Equipment,Đăng Quang Shop,"₫ 225,221",-22%,"₫102,000",4.8,(52),"Đèn pha led dùng pin công suất lớn,đèn tích điện Đèn pin led chiếu xa dùng chân pin Makita",242 sold,https://www.lazada.vn/products/pdp-i3124496258.html
Snacks & Confectionery,TRUNG MINH THANH,"₫ 96,120",-12%,"₫85,000",4.9,(191),"Kẹo Socola thương hiệu Andes 132g chính hãng, hương bạc hà / sữa bạc hà date 09.01.26",1.4K sold,https://www.lazada.vn/products/pdp-i812194544.html
Food Staples & Cooking Essentials,MASAN CONSUMER,"₫ 31,000",-23%,"₫23,000",5,(20193),[15.9 - 17.9 Voucher 18% CHO ĐƠN TỪ 199K]Xúc Xích Tiệt Trùng Ponnie Vị Heo Gói 35g,53.0K sold,https://www.lazada.vn/products/pdp-i2347836757.html
Pet Food,Pet-1989,,,"₫25,000",4.9,(69),Đồ Ăn Vặt Xương Da Bò Xương Canxi Xương Gặm Sạch Răng Cho Chó Pet-1989,726 sold,https://www.lazada.vn/products/pdp-i1411555023.html
Snacks & Confectionery,Anvy Foods 01,"₫ 110,000",-27%,"₫59,788",4.9,(912),"500gr Xoài Sấy Dẻo Chua Ngọt hàng xuất khẩu, ăn vặt AnVy Foods",3.7K sold,https://www.lazada.vn/products/pdp-i2358333183.html
Food Staples & Cooking Essentials,MASAN CONSUMER,"₫ 235,000",-28%,"₫35,796",5,(960),[15.9 - 17.9 Voucher 18% CHO ĐƠN TỪ 199K][Chọn loại] Xúc Xích Tiệt Trùng Ponnie Vị Heo Gói 70g,7.4K sold,https://www.lazada.vn/products/pdp-i2285464267.html
Food Staples & Cooking Essentials,Anvy Foods 01,"₫ 70,000",-12%,"₫61,686",4.8,(57),200gr Mực Cán Khô Tẩm Vị -HÌNH THẬT 100%-FREESHIP ĐƠN HÀNG TỪ 50K,262 sold,https://www.lazada.vn/products/pdp-i2358268414.html
Snacks & Confectionery,huyendu2712,,,"₫22,000",4.9,(28),100g socola chip,236 sold,https://www.lazada.vn/products/pdp-i1553366174.html
Food Staples & Cooking Essentials,MASAN CONSUMER,"₫ 144,000",-27%,"₫105,000",5,(709),[15.9 - 17.9 Voucher 18% CHO ĐƠN TỪ 199K]Mì Omachi lẩu cầm tay hương vị lẩu tomyum hải sản ly x 71gr,3.1K sold,https://www.lazada.vn/products/pdp-i2873647702.html
Food Staples & Cooking Essentials,THỰC PHẨM SẠCH 3 MIỀN - ĐỒ ĂN VẶT.Selection,"₫ 73,900",-23%,"₫56,800",4.9,(232),Hạt điều bể rang muối vỏ chất lượng ăn vặt ăn kiêng giảm cân tps,7.9K sold,https://www.lazada.vn/products/pdp-i2994770259.html
Kitchen Appliances,TH SMART STORE,"₫ 10,940,000",-25%,"₫8,190,000",,,Máy Xay Nấu Sữa Hạt Đa Năng MEDION MD19888 11 Chương Trình Tự Động Vệ Sinh,,https://www.lazada.vn/products/pdp-i3066379891.html
Snacks & Confectionery,MuaSam Nhanh,"₫ 103,002",-1%,"₫48,371",5,(9),[Good Taste] [deep eating] [great taste for fried coconut ice cream mochi cake,23 sold,https://www.lazada.vn/products/pdp-i2704362188.html
Snacks & Confectionery,Viettin Mart 1593072786,"₫ 69,000",-51%,"₫33,800",4.7,(33),"200g Kẹo bông gòn xốp mịn, xốp dẻo marshmallow",149 sold,https://www.lazada.vn/products/pdp-i1664641121.html
Food Staples & Cooking Essentials,LÀNG ME VEGETARIAN FOODS,"₫ 81,700",-23%,"₫62,800",5,(100),"Gà Lát Chay , thịt gà chay Khô Ngon Loại 1 Làng Me , chế biến món chay ngon ( gói 500 gr ) , Hàng công ty không chất bảo quản , không biến đổi Gen",361 sold,https://www.lazada.vn/products/pdp-i2610711417.html
Pet Food,PET SHOP AK,"₫ 60,000",-7%,"₫56,000",5,(163),Đồ Ăn Vặt Xương Gặm Sạch Răng Thơm Miệng Yaho 240g (30cái),984 sold,https://www.lazada.vn/products/pdp-i1770623502.html
Food Staples & Cooking Essentials,shop9890,"₫ 100,000",-21%,"₫79,000",4.8,(1896),[HCM]500g khô heo cháy tỏi,8.5K sold,https://www.lazada.vn/products/pdp-i948984674.html
Food Staples & Cooking Essentials,MASAN CONSUMER,"₫ 104,000",-29%,"₫74,000",5,(451),[15.9 - 17.9 Voucher 18% CHO ĐƠN TỪ 199K][Chọn loại] Túi Xúc Xích Tiệt Trùng Heo Cao Bồi Nhân Phô Mai Túi X 32Gr,1.8K sold,https://www.lazada.vn/products/pdp-i2879956996.html
Food Staples & Cooking Essentials,TPS NICE,"₫ 180,000",-48%,"₫39,600",4.9,(247),COMBO TÙY CHỌN  ĐẬU PHỘNG TỎI ỚT - ĐẬU PHỘNG CỐT DỪA HIỆU SK FOOD,670 sold,https://www.lazada.vn/products/pdp-i295480829.html
Food Staples & Cooking Essentials,TPS NICE.Selection,"₫ 81,700",-23%,"₫62,800",5,(1),MÍT SẤY KHÔ GIÒN NGON ĐẶC SẢN ĐÀ LẠT HÀNG XUẤT KHẨU SK FOOD - 200G,104 sold,https://www.lazada.vn/products/pdp-i2995294223.html
Food Staples & Cooking Essentials,SIÊU THỊ ĐỒ KHÔ VŨNG TÀU,"₫ 219,000",-43%,"₫125,000",5,(36),[Chính hãng - Date 2027] KỶ TỬ ĐỎ sấy khô Goji Berreis Organic Traditions hộp 454gr của Mỹ,114 sold,https://www.lazada.vn/products/pdp-i3020619178.html
Snacks & Confectionery,Million Million,,,"₫20,000",5,(97),Kẹo Nhai 3 Viên Dynamite Chews Candy (Gói 125g),1.1K sold,https://www.lazada.vn/products/pdp-i1351594844.html
Snacks & Confectionery,Figo Chocolatier,"₫ 40,000",-7%,"₫37,040",4.5,(16),[SIÊU NGON -SOCOLA TẾT 100G] Kẹo socola sữa nhân CÀ PHÊ 100g FIGO gói quà,56 sold,https://www.lazada.vn/products/pdp-i2433860733.html
Food Staples & Cooking Essentials,CHẢLỤANGON,"₫ 85,000",-17%,"₫70,226",4.9,(1884),Chả lụa ngon nhà làm ( 500g ) không tính vỏ,4.6K sold,https://www.lazada.vn/products/pdp-i2051749069.html
Snacks & Confectionery,VIKCO MART,,,"₫31,000",5,(204),KẸO DẺO TRÁI CÂY 3D LỘT VỎ BOBO COCKO NHIỀU VỊ - [60-75GR],884 sold,https://www.lazada.vn/products/pdp-i2735877420.html
Snacks & Confectionery,Anh Đạt,"₫ 410,000",-10%,"₫100,000",5,(3),"Kẹo hạt Nougat, kẹo nougat hạnh phúc ăn kiêng ăn vặt thơm ngon healthy",16 sold,https://www.lazada.vn/products/pdp-i2638299667.html
Food Staples & Cooking Essentials,SK FOOD.Selection,"₫ 72,200",-23%,"₫55,500",5,(9),[HCM]Cơm cháy lắc khô gà giòn tan thơm ngon hiệu SK FOOD - Hũ 300g ( món ăn vặt siêu hot hiện nay),626 sold,https://www.lazada.vn/products/pdp-i2633521198.html
Food Staples & Cooking Essentials,SHOP HAIMY,"₫ 38,000",-20%,"₫30,500",4.9,(268),1 kg salt babies' fiber shingle (saline brocade)-snacks,992 sold,https://www.lazada.vn/products/pdp-i2033149868.html
Food Staples & Cooking Essentials,Đặc Sản Lạng Sơn 1611284642,"₫ 80,000",-15%,"₫14,000",5,(2),"Củ Cải Giòn Tứ Xuyên, Củ Cải Muối Trung Quốc Siêu Ngon – Túi 70g & 80g – Hàng Chuẩn",39 sold,https://www.lazada.vn/products/pdp-i2311088643.html
Snacks & Confectionery,kẹo dừa bến tre,"₫ 60,000",-5%,"₫57,000",4.9,(69),Kẹo dừa đậu phộng sầu riêng 500gram ( Thanh Long),415 sold,https://www.lazada.vn/products/pdp-i384346951.html
Snacks & Confectionery,Lanna Store,"₫ 400,000",-19%,"₫116,500",4.8,(38),【HÀNG CHUẨN MỸ MÙA 7】Kẹo thối thúi Jelly Belly Bean Boozled Mỹ hộp lớn có vòng xoay 99 gr,188 sold,https://www.lazada.vn/products/pdp-i1262777312.html
Food Staples & Cooking Essentials,TLfood hop,"₫ 85,000",-31%,"₫59,000",4.4,(14),COMBO siêu rẻ bánh tráng phơi sương muối tép hành phi bơ,45 sold,https://www.lazada.vn/products/pdp-i2659165911.html
Food Staples & Cooking Essentials,vanhuonglau,,,"₫37,000",4.9,(96),Táo Đỏ Sấy Giòn Thơm Ngon Bổ Dưỡng Túi 105g - 3 gói 35g,462 sold,https://www.lazada.vn/products/pdp-i2430637005.html
Snacks & Confectionery,Bách Hóa Giá Mềm huynhtunga,"₫ 128,000",-42%,"₫74,250",4.8,(99),Kẹo Dẻo Que Thú Ngẫu Nhiên Hủ 50 Que,315 sold,https://www.lazada.vn/products/pdp-i517740460.html
Food Staples & Cooking Essentials,VIFON OfficialStore,"₫ 238,000",-21%,"₫60,000",4.9,(713),[VOUCHER 15%] Thùng 30 gói Mì Gà Tím VIFON 75g / Gói,1.8K sold,https://www.lazada.vn/products/pdp-i251372887.html
Snacks & Confectionery,Anvy Foods 01,"₫ 135,000",-23%,"₫56,941",4.9,(80),"Mứt Chanh Dây Sấy Dẻo 500gr Thơm Ngon Ngọt Dịu, Ăn Vặt AnVy Foods",237 sold,https://www.lazada.vn/products/pdp-i2358393053.html
Milk Formula & Baby Food,TyNaMiMi,"₫ 149,000",-20%,"₫89,000",4.8,(19),Bánh ăn dặm dinh dưỡng hữu cơ Sữa Chua Trái Cây cho bé 6 tháng+,48 sold,https://www.lazada.vn/products/pdp-i2658136852.html
Food Staples & Cooking Essentials,Viettin Mart 1593072786,"₫ 178,250",-51%,"₫87,400",4.9,(269),Ba Rọi Cháy Tỏi Giòn Ngon VIETTIN MART,766 sold,https://www.lazada.vn/products/pdp-i2296130353.html
Food Staples & Cooking Essentials,CNF ChineseFood,"₫ 15,000",-45%,"₫8,300",5,(73),"Chân Gà Anna Lala Rút Xương Ăn Liền Ủ Vị Tứ Xuyên Sản Xuất Tại Việt Nam , Chân Gà AnnaLaLa",1.0K sold,https://www.lazada.vn/products/pdp-i2349138019.html
Snacks & Confectionery,Hồngcake,,,"₫65,900",5,(16),"500g,Kẹo Marshmallow ( kẹo bấc ) kẹo Nougat trắng mềm xốp , ngọt tự nhiên.",157 sold,https://www.lazada.vn/products/pdp-i1613869564.html
Food Staples & Cooking Essentials,CỬA HÀNG TỎI ĐẸP,"₫ 158,000",-55%,"₫40,500",4.8,(4),"Tỏi tím bắc loại 1 thơm ngon chọn lựa từng củ,tỏi bắc,tỏi tím,tỏi lý sơn,hành tím,hành ấn độ",5 sold,https://www.lazada.vn/products/pdp-i3161477205.html
Food Staples & Cooking Essentials,Let's Nuts,"₫ 75,000",-46%,"₫40,508",4.8,(39),"Chà là rời sấy khô Let's Nuts hộp 500g, hạt chắc, to tròn, thơm ngọt, đồ ăn vặt dành cho hội nhóm, gia đình",151 sold,https://www.lazada.vn/products/pdp-i2606896225.html
Food Staples & Cooking Essentials,TT MART 99,"₫ 111,180",-29%,"₫28,000",4.9,(12),"1kg Hạt ngò (Hạt mùi) dùng làm gia vị nấu phở, cà ri, ướp thịt, nấu nước sâm ĂN VẶT NGON",45 sold,https://www.lazada.vn/products/pdp-i2552463606.html
Food Staples & Cooking Essentials,Tân Lộc Phát Food,"₫ 278,000",-49%,"₫70,300",4.8,(132),ĐẬU PHỘNG CỐT DỪA TÂN LỘC PHÁT 1KG ĐỒ ĂN VẶT YÊU THÍCH,429 sold,https://www.lazada.vn/products/pdp-i2532986653.html
Snacks & Confectionery,ChangChang Food,"₫ 35,000",-10%,"₫29,000",4.9,(560),[ 1 bịch 100 viên] Kẹo Cafe KHÔNG ĐƯỜNG / Kẹo Ăn Kiêng / Cà Phê/ Cà Phê Sữa,2.1K sold,https://www.lazada.vn/products/pdp-i2472597961.html
Food Staples & Cooking Essentials,Paco Food,"₫ 80,000",-44%,"₫45,000",4.9,(312),Mini combo of 440g fried onion salt spray coated roll 200g with 2 bags of super fatty butter flavor Paco food 100g bracelet,1.2K sold,https://www.lazada.vn/products/pdp-i2098358938.html
Snacks & Confectionery,Viettin Mart 1593072786,"₫ 153,180",-52%,"₫72,800",4.8,(170),250G Rong Biển Cháy Tỏi | Viettinmarrt,875 sold,https://www.lazada.vn/products/pdp-i1847365363.html
Snacks & Confectionery,Anvy Foods 01,"₫ 50,000",-15%,"₫42,706",5,(105),"Mix Trái Cây Sấy Dẻo thích hợp ăn kiêng, healthy, Ăn Vặt AnVyFood",344 sold,https://www.lazada.vn/products/pdp-i2358289638.html
Food Staples & Cooking Essentials,TÔM KHÔ THÀNH CHINH CÀ MAU,"₫ 325,000",-6%,"₫305,000",5,(10),Tôm Bạc Đất Chính Gốc Tại Thành Chinh Cà Mau Thích Hợp Ăn Sống Hoặc Chế Biến Các Món Ngon,18 sold,https://www.lazada.vn/products/pdp-i2730439894.html
Snacks & Confectionery,Ăn Vặt Cô Nương Béo,"₫ 205,000",-49%,"₫105,000",4.8,(349),Kẹo Nga  Socola Hạnh Nhân Krokaht tím gói 500g - Bánh kẹo Tết,1.5K sold,https://www.lazada.vn/products/pdp-i1580260691.html
Snacks & Confectionery,Thực Phẩm Thủ Đức,,,"₫54,000",4.9,(501),500gr Kẹo dẻo chip chip hương trái cây,2.4K sold,https://www.lazada.vn/products/pdp-i1242757464.html
Snacks & Confectionery,shop_anhthu,"₫ 18,000",-33%,"₫12,000",5,(1),kẹo dâu tây gói 200g,16 sold,https://www.lazada.vn/products/pdp-i1609902002.html
Snacks & Confectionery,Tạp hóa Bảo An,"₫ 148,000",-50%,"₫49,500",,,[ Hương vị mới ] Combo 500g Bánh mochi Socola kèm đậu phộng siêu phẩm mới nhìn siêu xinh ăn cực ngon cựa đã,6 sold,https://www.lazada.vn/products/pdp-i2199741725.html
Snacks & Confectionery,[ForeignConfectionery],,,"₫55,000",5,(3),"Kẹo dẻo Haribo 175g,100g",21 sold,https://www.lazada.vn/products/pdp-i3079114641.html
Pet Food,HELLOPETCITY,"₫ 60,000",-20%,"₫48,000",,,Thịt Gà Xé Mềm Cho Chó-Gói 100g,,https://www.lazada.vn/products/pdp-i3059819101.html
Pet Food,Gò Công PetShop,"₫ 63,000",-33%,"₫42,000",,,"Phô mai viên sấy thăng hoa cho chó mèo hamster, thơm ngon béo gậy giúp tăng cân tăng nọng chắc xương",,https://www.lazada.vn/products/pdp-i3184716560.html
Pet Food,Sumiho Pet Store,"₫ 129,000",-23%,"₫99,000",5,(176),Bone Appétit by Sumiho (Jumbo bag 300gr),708 sold,https://www.lazada.vn/products/pdp-i2484673846.html
